avg_income	median_age	median_networth
47752	36.1	77083
50157	38.2	84204
57923	40.2	168093
51950	36.1	88573
61340	46.9	50000
49813	38.3	40636
38008	34.4	68886
46246	39.5	123857
43281	35	72395
53732	41.7	150670
49274	43.6	89811
62936	45.2	213982
25670	38.2	14239
29378	36.2	12706
26256	31.6	13207
34012	38.7	24941
21461	35	11119
29699	34.4	11133
33460	37.6	13015
44811	35.1	32036
53546	38.6	112690
37391	42.1	26632
37685	32.7	16910
79265	48.1	286066
39333	36.7	15271
68345	43.5	171052
22499	33	11555
40386	33.9	22699
39757	31.8	24592
43457	38.7	34530
41920	39.6	65110
52258	42	141053
39209	37.9	75746
40538	41.2	93764
49264	44	120824
30019	33	13922
50395	41.5	144305
43397	35	63755
59540	31.2	52462
33604	29.3	14293
38623	40.2	72616
36571	32.3	13696
40193	27.1	12729
22604	27	9630
34316	29.8	14691
31977	30	10807
27084	28.8	11125
30647	44.3	12249
40321	22.1	11419
43909	38.6	37645
62569	40	158481
41934	30.5	15895
39372	38.4	85035
35439	37.5	51622
37961	49.3	82590
42697	57.6	117949
39982	45.7	75584
48828	34.1	46165
40461	31	43967
40859	49	95618
52653	49.8	157320
37460	45.3	58518
45327	45.4	97661
45482	50.9	101617
36852	41.8	80102
46178	42.8	111371
44929	46.7	102305
38087	43	43986
32822	35.9	15911
39332	43.5	57375
21781	42	10092
34123	45.5	17920
29457	36.1	11866
21407	34.8	9938
39072	43.5	63470
46752	46.3	93161
24071	38.9	14703
46771	45.4	104393
48546	45.9	118181
51545	47.6	109367
44530	48.1	93323
53398	44.3	105926
42025	29.4	10658
42008	36.7	28970
28301	34	11677
33571	32.8	12070
37787	37.3	39100
33376	34.2	12039
40786	27.9	17267
39098	33.9	14898
29959	30.6	13038
24826	24.5	8445
39164	27.5	10911
39936	30.1	14167
38346	24.1	12225
23775	30.1	9968
30921	28.9	10531
37264	31.3	21764
30157	27.6	10562
25123	23.4	8777
52801	37.9	103349
32873	25.9	10109
46710	30.5	14480
20332	34.1	8542
45657	30.1	22503
43723	38.8	78860
82001	37.7	284146
57361	36.6	91288
48793	33	35445
62792	41.2	103467
46719	36.3	22837
53765	34.5	76742
51808	35.1	62232
53988	45.7	69392
49727	34.8	81934
33877	31.5	10555
41205	33.5	14729
48503	35.1	27894
90391	49.4	413717
37768	34.2	12721
52177	36.5	14325
38850	23.6	12264
47696	31.9	21747
119602	55.4	500001
25720	23.4	8407
23980	23.3	8906
26719	22.4	10814
0	18.3	0
26166	19.5	8654
42903	30.2	18398
26125	23.4	8375
25924	23.2	8714
37568	29.6	13383
35957	23.7	11842
33266	23.8	9778
36113	24.4	10105
55705	34.5	100782
58956	33.5	116850
66493	45.5	212677
49755	31.9	14387
84781	46.4	337128
68293	40.8	181454
93014	32.9	286098
68883	30.3	120638
90757	49.1	454413
114650	47.9	500001
120223	51.3	500001
130006	51.4	500001
65016	38.5	190358
51938	29.9	13894
76713	36.3	83166
79995	43.3	293396
52894	43.2	62547
58501	30.2	16119
48495	41.3	24122
59609	33.2	27451
93736	41.3	376391
80455	34.2	256911
90493	38.8	396571
88589	36.6	342164
95417	38.6	470430
74674	36.1	164768
45702	32.9	73243
50442	34.5	145667
45144	33.3	76347
42978	28.4	12645
38890	27.6	15271
42497	36	42440
41941	32.2	64614
45775	32.1	79113
35341	31.2	24671
80583	34.4	255206
77939	35.7	255048
93799	41.7	500001
80344	37.5	333603
66491	37.2	241347
56190	34.4	76853
39881	46.1	66862
62976	37.6	214881
73816	36.7	213122
115149	49.1	500001
108007	48.8	500001
61310	50.1	105959
69708	55.1	307817
55822	34.1	69180
62496	44.1	254748
57860	35.8	91664
53155	33.8	69726
58212	38.3	203144
61814	35.6	186124
61590	40.6	250000
56350	47.4	227490
61074	55	252414
44590	35.9	113789
43973	30.9	13422
56803	36.2	154498
52703	38.1	64030
55528	34	125687
62894	31.5	131835
46827	32.9	59496
35107	25.2	11794
41894	28.3	12027
44451	40.1	20263
52562	32.9	87243
58851	31.2	104181
61741	34.2	166661
58728	35.7	137749
58263	38.3	151535
43825	35.5	64042
31762	34.4	13833
58811	35.1	146754
55815	31.6	87584
56973	30.8	145073
58375	33.1	161392
70429	34.3	208252
64971	36.1	216169
60116	40.3	218597
67119	33.3	157618
67363	36.8	194230
70498	39.7	250000
65687	30.9	107076
72246	31.7	168962
66408	32.6	158476
62231	32.9	142922
62343	30.3	47276
64640	44.4	267327
71175	45.4	293048
65632	40.8	256655
82203	41.8	334764
63864	46.4	262359
58872	43.5	239579
57833	43	199255
55083	37.5	137795
59449	45	175797
60020	38.3	114802
52267	42.5	139833
60892	45.8	226030
62433	45.2	232739
73276	44.8	271398
72991	50	296324
75425	50.2	345566
70823	48.1	282758
49684	38.5	96491
44494	40.1	83250
51457	42.1	155394
43218	39.6	68725
48638	42.7	133320
49448	39.1	98727
53113	32.8	88329
39900	36.6	31497
46604	39.9	77783
55583	40.8	170834
49029	43.2	120034
40438	35.2	34189
34274	45.6	21276
63363	46	122895
41977	46.3	77087
25872	38.5	11986
45304	40	104796
43039	42.6	96039
46538	39.3	84840
35186	32	19923
31200	27.7	12517
28572	31.7	12169
35119	33.4	12450
28191	24.4	10399
31570	28.2	13017
30056	29.7	11673
35734	29.8	14538
40924	31.3	14478
48241	31.8	76717
48988	30.6	56739
35405	31.4	18374
35655	31.5	11692
54072	39.2	162899
41246	30.7	14254
50264	29.5	29128
53932	36.3	42821
57504	52.4	170380
48875	31.5	17111
59624	34.6	72395
84464	46.9	351013
44736	32.9	13737
50166	33.9	101775
48577	32.5	31827
51753	33.6	104058
66361	39	173376
30430	27.8	12097
51739	32.3	66394
47239	33.8	52521
48857	42.8	65335
58495	45.7	156133
40854	30	16202
44062	34.2	14837
37163	32	14650
24859	38	10368
28006	31.8	11697
50810	37	80675
38017	32.8	27816
39011	35.8	12524
42008	35.9	58971
28944	27.9	10020
40935	38.2	35000
26379	35.6	11992
39255	22.4	11818
27413	30.7	10823
29932	34.3	11548
31098	36.8	11604
25818	28.9	10914
25599	35.4	10537
28785	40.2	14643
27791	37	11441
42211	34.1	75000
52217	37.1	36352
32047	31.7	13006
77119	35.3	129421
63139	40.9	197470
58393	46.3	182387
60874	31.7	116275
59295	37	196515
63752	35.1	172688
43239	30.8	13699
47676	35.3	117279
60952	40.7	187010
45750	38.2	93027
46057	33.7	58021
28290	33.3	14542
47862	42.9	88613
66862	48.4	302824
62735	46.9	190214
50022	42.8	113151
57330	38.6	178705
69028	42.6	220787
41090	33.4	52120
45895	38.9	71416
45709	46.3	118126
53961	32.3	64791
0	21.9	0
39413	26.1	18641
0	0	0
42333	22.4	10040
37062	22.2	8869
48861	22.7	11136
28021	31	9818
18989	34.8	8686
59057	48.6	261995
44481	37.7	70412
47340	39.7	31060
38087	37.6	37428
46981	44.4	94267
35543	42.7	40139
49513	44.8	154554
42946	42.7	69481
50887	37.9	61862
44850	46	124936
44414	46.1	137903
35902	39.2	19109
40362	38.6	34508
36492	38.2	28176
38411	41.3	45582
45384	39.4	52520
41979	47.3	74145
78743	44.3	188714
47787	47	117732
48090	49.1	113954
39275	38.4	56159
66577	40.2	109795
86312	49.8	415625
44081	41.4	64180
40901	35.6	54783
43953	38.4	79233
34884	39.6	21140
33927	36.6	30743
43437	43.4	111514
49155	44.4	133189
33884	43	60705
40159	36.5	78718
46282	42.7	129076
40155	43	108797
48338	38.1	78131
54082	42.1	128812
46744	41.5	147339
37543	35.8	19950
36374	41.7	61951
42510	37.8	93470
42930	41.1	62586
56381	42.7	163471
52343	46.7	137086
23715	31	11192
30590	39.4	13796
47743	40.2	103490
48846	41.8	121204
44461	40.7	91095
40926	35.8	52353
44235	42.5	117504
64038	49.8	274877
53074	46.4	169337
45660	43.6	131324
50542	39.7	73370
27054	38	13019
32245	35.2	13500
26609	41.2	12310
76599	48.5	354116
49965	39.3	79710
41853	31.4	68259
39682	37.9	51644
71155	37.2	206835
52464	44.4	110320
41467	40.5	69066
35507	40.3	51854
59168	48.6	163870
27100	28.3	12095
30710	29.1	14478
50760	51.6	100000
41798	30.4	51774
55462	37	77334
36911	33	21162
58313	43.6	101177
55886	44.6	131654
43979	38.3	125073
40362	22.6	12283
29475	21.1	9122
41547	23.6	12356
29027	23.9	9514
48357	26.3	20415
55365	42.4	135351
57286	33.1	62518
69412	44.2	190063
34914	31.7	12788
40880	30.7	15605
40224	47.6	89405
49111	45.4	70005
40485	40.8	58645
50000	41.3	112725
56067	53.3	155952
43723	52.3	111358
46506	56.8	141312
45841	39.3	62384
38246	39.9	18349
71551	58.9	199118
44921	53.4	102420
33247	41	23494
56319	59.5	148216
45696	55.2	100330
38531	50.8	66217
60218	60.4	188470
39732	54.6	107696
41160	54.7	126315
46392	41.4	98944
47836	51.3	133687
49166	54.9	120830
41237	41.7	104499
43210	37.1	50835
38499	40.6	49077
41481	34.4	62402
28584	34.9	11723
36456	36.2	56055
40618	36.1	88269
42546	35.7	104243
48851	39.3	103978
49585	40	75740
49172	39.3	85625
71158	44.6	171433
36881	39.5	62282
46941	41.2	71838
49230	44.3	93068
53054	49.4	159151
59034	43.4	137614
46952	42	85321
46141	45.1	143309
41043	32.7	67164
34302	34.7	20887
27565	33.5	12508
25508	32.6	13821
29360	34.3	12799
50490	34.9	84590
46089	40.2	70825
51229	41.1	106170
50308	40.4	50935
30725	32.1	13237
43302	35.9	57149
43593	34	28545
35589	31.7	23116
32708	31.4	15427
33767	30.5	20572
22807	32.3	10425
32504	28.4	12544
24202	31.7	11548
52916	42.9	174854
72265	45.3	278482
52589	48.9	152522
44641	40	100756
56444	38.7	101053
56205	50.6	237376
46672	38.1	81297
47704	43.8	124652
83518	40.8	341416
91720	55.4	500001
49167	51.1	125319
66902	47.3	218044
53476	34	65597
45709	36.1	72509
44756	38.8	61724
47196	49.5	105099
60377	40.1	125998
51219	49.8	202620
30628	31.7	14657
37666	34.5	37017
35602	34.9	36443
28043	28.6	12906
55915	45.4	196817
58932	46.2	69956
50319	38.2	106259
41118	35.2	24546
44948	33.6	59793
55027	27.8	75000
46199	43.7	132686
38946	38	41200
30885	34.2	13661
36207	43.9	76509
53497	38.4	76938
59263	39	113482
32170	37.1	11887
32438	37.7	14887
53041	38.2	76730
70546	46.6	162542
59669	35.6	50842
32233	40.5	14653
38342	41.1	14598
38201	39.1	48175
40960	40.5	35542
45018	37.8	57299
37391	41.5	65366
55363	43.2	148680
59713	40.5	125398
39854	51	35000
55463	41.5	158956
66512	33.6	107017
38315	43.2	23685
42733	44.4	81484
44734	43	108785
39916	40.9	67603
29644	34.3	13111
32585	41.9	35996
43121	34.3	35000
37934	32	18655
39896	36.6	53554
36941	33.9	16638
40418	38.7	14422
45975	44.5	66429
41890	29.2	28986
58103	42.2	152996
45853	44.3	113032
44608	40.6	100519
57652	42.1	155423
50798	41	138119
46284	44	99145
47133	42.8	101374
46923	43	90172
48441	46	153316
33038	41.4	33359
30029	36.6	30029
59284	39.8	202296
54354	35.4	101985
54936	42.6	148766
60134	37.7	170799
64989	42.9	227712
51777	35.8	99110
47847	38.5	75633
64735	39	228223
48378	32.1	79488
55282	34.3	72552
69389	40.7	264539
72304	43.8	307377
54378	37.5	150551
77747	44.1	318364
70022	50	305050
25449	33.2	10821
36498	33.6	14722
26015	36.7	12700
36656	34.9	19434
46569	44.8	90059
40831	53	104832
44376	43.7	147409
52807	46.5	147966
50202	36.5	115738
36208	41.8	35333
47726	48.9	116558
31038	41.7	55229
39206	38.3	61721
32503	38.6	16960
53954	48.1	152760
34515	39.7	40290
54705	44.1	125525
40095	39.9	113597
44680	36.9	87535
42092	40.6	51094
44193	42.9	74574
37710	34.4	13506
48984	40.7	50794
31385	40.3	12321
45867	40.9	82927
44224	48.5	118332
42959	42.5	65856
38874	38.5	35642
55318	40.6	104275
29963	42.1	16681
36115	42.1	37890
44984	47	109494
46626	42.6	96499
39910	48.4	95315
32250	34.3	30953
30773	33.4	21187
29857	47.1	19989
40147	41.9	15000
37986	38	33570
51985	50	143336
43707	45.1	100495
39816	43.3	78281
46767	46.3	119130
52831	43.5	166364
53747	48.3	173620
37361	36.9	65212
57258	39.2	179842
43564	38	75442
38554	38.7	72032
72480	36.4	227681
60379	47.1	189384
48450	31.5	35633
62404	54.3	128379
46712	34.3	45069
58385	44.6	129135
47040	22.9	10860
28404	28.7	11392
33878	33.7	18092
30690	34.1	13183
25473	31.1	12336
39648	33.6	24568
36791	33.3	13329
17523	33.9	9060
31909	33.4	13587
36001	33.2	13211
41753	31.3	40727
58164	46.5	144648
29190	40.3	14127
33806	46.3	36744
41341	41.5	70980
46726	46	113231
26970	37.8	12577
45615	42.1	106694
39472	42.5	62977
48255	45.3	114956
40415	47.1	87699
49692	26.8	39605
25723	40.7	11409
34856	34.7	16451
42623	40.6	73653
48565	41.7	114959
34967	32	39338
35949	33.4	18181
37251	33.4	65305
34254	29.6	13838
27981	29.3	13489
43850	34.9	29823
53814	42.8	147608
40207	38.7	43586
36134	36	13310
43709	51.1	28950
44687	37	58508
51876	38.1	68457
91598	52.9	427841
64217	52.1	296801
75267	56.7	209565
40217	34.2	38795
28742	37.8	13143
39744	35.8	20551
49351	49.4	185422
32902	31.2	12558
26700	28.1	12500
30642	31.4	12922
85647	51	370820
40712	40.8	69198
40991	24.4	47726
42549	36.6	73118
44287	41	88822
50955	50.4	170135
49161	42.7	114458
46763	45.5	115715
31855	39.2	22464
43559	45.7	118222
36976	42	63882
31693	36.9	17566
33166	34	14870
34429	37.4	44487
43450	50.6	124914
40061	43.3	84609
59417	37.1	151546
35747	32.6	14250
54608	36.8	131110
49616	46.8	91733
45651	40.9	80001
48526	40.8	76523
39262	33.8	31076
61930	40.8	165805
43528	40	67014
62597	39.4	250370
51933	38.9	136242
43769	45.2	75000
39180	47.1	95552
49686	43.1	158707
49663	43.4	68837
36042	37.5	47006
31616	35.3	11834
43738	52	50000
45385	49.2	93000
34053	42	17217
47062	43.1	114098
47541	42.7	94547
50343	45.3	149525
40137	36.6	49486
38823	31.2	44417
27528	34	11183
37257	44.7	48976
41206	44.9	87624
44078	44.2	68777
45155	45.8	88926
43596	39.4	59510
33324	42.4	16869
41656	45	73154
35956	46	56112
40040	42.3	76919
40618	40.8	38120
26470	44.9	13321
37394	36.7	56642
41179	40.1	59200
35251	37	43472
54188	44.7	203674
38056	40.1	35129
51770	41.8	100692
36877	43.1	57113
41320	41.1	96521
36441	42.8	94310
32845	33.9	14513
45057	37.4	51904
43082	39.1	76109
34943	24.7	22058
35643	34	16275
36083	31.4	19880
38193	41.3	32579
52982	39.4	145314
41985	40.1	64300
39839	45.9	94445
34055	43.5	26322
44702	40	106095
41127	39.8	87538
29626	29.1	13249
38439	35.3	43879
41356	40.2	67774
42314	35.6	57870
44188	40.7	44989
37176	38.5	47929
45194	44.6	92078
45948	47.1	131260
48880	46.1	150000
54760	46.1	167319
44669	42.3	52596
42690	38.8	29349
39791	34.9	51191
41530	40.5	38845
46785	38.7	127106
45119	40.9	85828
47564	40.7	102978
36683	37.4	29661
48323	45.1	141563
47064	42.6	113878
50807	42.1	137884
53929	46.5	181562
43668	38.7	32827
49008	44.5	151046
42650	41.9	53153
47744	39.6	69046
45100	36.6	77594
49222	43.4	105326
58536	46.7	169400
47882	40.1	54401
43921	37.1	36846
28868	34.2	13156
56872	33.8	52795
37471	40.5	17946
30815	33.4	10691
31641	31.4	15488
49360	44.8	101948
41209	34.5	13939
37591	34.6	24849
37195	23.1	23762
47376	41	86312
44636	38.9	29051
59195	42.7	212891
72461	39.9	239600
70606	37.3	233952
65666	41.2	181803
58310	40.7	121447
51648	41.1	105565
57749	41	170531
53851	44.1	128664
56744	38.9	125477
54827	38.3	113848
39286	20	18761
47269	43.8	68466
53106	44.9	118624
53547	42.3	162450
51035	40.1	150000
35799	36.4	25513
35589	38.9	41989
48915	50.6	132119
88405	36	312503
69454	44.5	283136
100911	40.5	442008
67100	38.2	141101
38469	32.1	28233
35411	39.1	21201
57596	45.1	120512
46201	42.5	80349
63759	45.2	235347
56486	46.4	202036
46474	46.3	106098
77157	41.9	317416
61412	38.5	163730
58164	38	153395
74841	40.9	280530
51139	36.8	82677
56860	34.5	69835
52739	39.9	114422
53793	43.4	136062
57330	38.7	152401
43619	41.9	66911
87543	40.3	307914
59315	36.6	117017
55701	37.3	141438
60471	42	181311
62900	41.4	153588
45719	39.7	55540
48881	40.7	104606
49338	33	39601
44435	36.5	38878
47823	42	80733
46926	37.9	82675
45134	44.7	100991
45661	42.9	101663
42657	43.7	110150
42297	36.6	44361
45756	43.9	99051
53881	42	85665
45199	37.1	75350
39037	42	37211
38839	47.3	79984
39153	40	35000
47097	40	33899
45047	40.6	83219
37836	41.9	43775
36935	39.1	13848
44550	38	67214
25753	32.4	10369
43474	45.2	68374
25476	31.1	10121
45724	38.1	79769
53156	42.6	109931
24706	32.2	11088
20105	35.5	9796
27955	33.2	10925
42375	43.7	75000
39918	34.4	13111
38869	36.3	26978
57783	45.7	97735
34061	37.3	25733
46177	44.4	103758
46410	41.3	72060
45119	45.5	98255
47106	45.8	112107
47898	45.7	108623
53334	53.3	119367
49480	54.4	127951
35992	36.6	13428
43601	38.1	40367
35006	45.5	31097
34532	39.7	16726
46194	41.9	91048
45481	51.9	118137
45973	44.6	100000
45542	50.8	119575
42774	46.1	100000
36242	45.8	46026
33527	47.1	19748
29159	49.1	12857
52824	58.7	152216
49839	50.5	120749
32481	55.8	86291
50863	59.9	167719
50077	43.2	129559
42799	40.6	102795
45844	50.8	107860
60082	46.3	167675
59973	50.5	191427
41108	40.8	52559
42713	37.6	26906
55012	41.7	109231
57403	46.6	178517
47161	45.9	106259
29282	32.2	12370
38498	35.4	30798
47969	31.8	85860
68437	43.7	120583
49241	54.2	117793
45965	39.3	78942
49290	56.7	147677
45746	51.2	96818
39987	33.6	25461
39456	31	27371
30048	37.3	14129
37155	34.6	29637
49854	37	53978
46307	33.3	50626
59520	44.7	190435
38867	35.2	15307
60572	42.8	151827
67872	41.4	217439
48775	37.6	125976
45217	32.8	43722
46919	34.2	97268
44195	50.8	105153
42715	43.8	113854
34099	39.4	48812
35430	43.1	92339
45491	41.9	132846
44096	44.3	91050
32946	34	16843
41644	42.6	76126
35632	42.8	74673
40304	39	65522
45258	39	45030
49893	52	62852
35478	45.6	44675
47131	46.6	108782
31904	44	52892
46887	46.8	138660
58941	32.1	68741
63348	44.6	182960
57266	45.6	159374
56721	45.4	113027
62962	40.2	139836
38022	40.4	36747
51447	41.5	148346
45062	38.5	41210
33901	35.7	20908
38462	44.4	55249
49317	51.3	124496
40256	36.3	42985
43617	40.2	92947
36475	36.9	28668
31430	36	13235
44266	50.9	82939
39063	48.2	54355
45437	36.9	22514
35025	54	13919
39928	37.9	60153
34573	34	13125
25938	29.3	11636
26997	37.3	13559
31382	31.6	12712
39441	30.3	22736
32352	33.6	14514
32337	40.2	12482
29469	38.8	14008
40915	33.2	15467
28878	27.5	10693
19639	34.3	8700
24457	39.4	13442
28293	40.2	14217
81623	42.6	154552
48943	37.9	135342
33859	29.6	27561
37129	31.3	36003
34557	29.6	24701
26699	39	11509
31849	32.9	18566
32487	38	12873
55262	38.4	105661
47564	54.2	120141
37123	38.3	19277
55734	41.8	85154
77262	33.1	119283
60832	52.1	241807
38505	34	48623
34059	32	27172
40784	34.3	50596
35792	29.8	16840
30343	43.5	14712
58809	36.7	154155
49791	43.2	134462
36670	32.9	22332
45635	38.7	90180
57754	43.2	128530
60820	46.5	164118
37600	38.1	30033
48584	38.3	71516
60676	43.6	215350
47090	43.1	119339
53487	40.9	181588
54888	43.7	23508
37073	37.6	38783
45554	36	43873
49005	36	59892
62523	45.1	197817
43638	44.2	80486
45108	41.5	94449
54301	44.8	173782
43474	31	33585
41645	43	69805
45353	38.2	55999
45580	40.1	104216
41639	42.7	61931
31901	35.9	26975
47156	39.3	96190
51061	37.6	97413
54038	35.7	103247
55559	42.1	159707
40585	47.6	62598
42177	39.3	68807
32750	34.2	14779
59057	47.9	125502
37178	42.3	17220
48039	50.4	106441
56495	48.1	204739
61015	45	225692
61116	42.8	154696
35035	43.5	70435
44857	41.2	75891
45561	44.2	75640
48826	46.8	144726
46376	45.7	23509
37641	36.5	21521
34529	42.4	34470
36489	39.6	41643
37811	44.5	78086
25692	37.4	11652
25341	41.6	18916
49760	43.8	101886
48029	43.6	168971
68049	46.7	194424
27677	45.3	18572
37296	39.9	106652
41352	41.1	87180
43323	39.1	56815
29551	38.1	14267
22791	37.1	11402
27573	39.9	13843
45112	43.5	101838
34035	41.8	28389
35262	31.4	12007
59946	39.5	86329
40452	35.1	22954
36210	35.7	16093
34671	29.5	13200
41580	32.3	14311
31217	33	13669
47661	36.7	88380
56690	39.3	146631
51836	34.7	15000
59158	37.9	88479
74677	36.1	104800
88974	43.8	250000
19270	39.8	11903
23417	46.8	12995
26987	30.8	10905
24925	27.9	11688
33349	37.2	20664
36909	43.4	12200
20143	44.9	9107
69097	37.2	57138
32290	33.8	12009
44338	33.8	41832
41105	37.4	54931
40242	34.8	19894
31669	32.6	11327
51787	36	79585
60652	35.4	120473
37278	34.4	11111
41450	20.6	10000
18808	24.5	8265
27316	31.7	10957
28829	32.5	9659
32845	34.6	10439
32540	33.3	9787
34158	47	14882
19801	36.8	10572
31678	41.2	18640
23674	35.1	11185
22207	56.8	10224
19963	35.5	11170
25215	44.4	12618
25058	34.2	11369
51739	47.1	52149
32726	38.3	10869
48019	44.3	23266
42693	30	11128
109585	43.7	311931
149358	43.2	500001
58684	36	40687
44392	34.7	12029
45991	33.2	22849
40076	34.7	12554
54666	38.1	86848
44893	35.3	25024
33433	33.7	12665
52642	33.8	61840
63896	39.7	126483
35644	32.3	12971
31229	32.3	12490
40493	37.5	45110
38688	31.6	18044
29998	32.3	13016
31138	34.9	13117
25499	31.8	11543
32498	32.2	12937
38150	30	17642
24643	30.4	9240
35029	31.6	13484
27200	30.4	11405
27572	53.1	9191
20598	18.3	8262
24830	24.8	8365
12044	57.4	8029
20234	34.5	11497
36611	38.1	12816
26170	41.6	11686
30712	36.6	14555
31612	34.6	21267
34096	36.5	44732
19689	59.2	22703
35507	32.8	10597
32573	36.7	9916
26719	31.4	11792
32986	32.4	12310
22480	33.9	11290
24112	39.8	10603
67547	30.5	15496
37328	38.9	9750
21657	43.7	11053
46472	29.6	10354
30833	27.3	13468
22925	28.5	11149
17142	19.7	8561
31768	28.6	15377
27133	31.2	14417
32608	28.2	21262
26572	28	10881
24537	27.1	9493
28561	29.8	12433
27353	28.2	13574
18965	26.5	10131
26622	29.9	13401
25358	29	10967
29194	26.7	12833
32455	27.1	12628
29030	28.1	12134
32582	25	13224
28721	26	11465
27025	26.5	11642
32786	27.1	13609
32886	29.1	13580
13586	46.1	8089
23630	30.5	10508
28530	31.1	13310
29800	31.1	14303
24315	28.1	11265
31711	32.8	13531
35665	27.7	14550
34347	29.9	14337
28497	29.3	12921
31190	25.3	11492
33392	34.3	23028
53008	38.4	63141
38152	33.7	11293
31284	47.6	36319
32684	41.8	40332
31432	44.6	16897
33703	36.5	31298
29047	28	12756
35437	28.7	22424
32139	33.4	35739
26702	32.6	12750
27573	29.7	13629
33085	24.4	12500
28031	30.2	14184
29473	29.4	13865
27993	26.3	12805
26093	17.2	9935
28579	30.5	14028
26537	29.2	12058
27383	28.9	14500
29488	37.5	10083
24938	33.7	11029
23734	39.1	10335
35065	30.6	12579
39566	40.5	33822
30269	34.1	21668
41095	41.2	84115
38191	37.4	52687
36285	34.7	20770
38383	30.2	18265
39762	32	24269
39488	36.1	40866
40634	30.8	19892
34337	37.5	18278
43856	35.2	66055
38582	34.7	67619
33819	31.8	19256
26698	38.4	13977
26175	35.1	10702
51938	49.8	205188
77846	54.7	372799
59239	55.7	308783
59549	51.8	221336
26590	35.3	10179
46220	53.7	143784
23495	30.9	10888
42212	43.1	60297
57942	48.8	307697
26525	34.7	11919
35044	26.6	13562
26520	25.1	10636
25222	32.1	10861
43411	25.7	24254
18039	32.5	9550
28943	28.8	11976
34351	26.6	12826
30397	31.4	13727
51416	36.1	55346
53526	35.3	51036
144147	52.4	500001
138169	47.4	500001
87491	46.4	166960
105705	50.2	327048
136880	53.4	500001
67784	42.3	153260
39777	31.4	27072
37806	33.1	26030
52044	36.1	57883
89027	47.4	239157
141742	51.7	500001
80749	44.9	278516
61168	54.2	56874
48231	44.7	42423
46666	41.1	50000
40442	36.5	12528
42026	43.5	51497
57938	38.4	96126
88777	56.9	335747
45532	42.3	71525
47255	47.3	58844
46032	35.5	71670
33771	32.3	13549
51660	38.6	85248
52031	52.4	126281
32136	28.8	9641
34141	35.2	10790
34569	31.6	10803
50058	42.6	167664
44894	37	90208
30902	33.5	11376
59921	45.5	270738
50350	46	170680
44345	36	43424
73824	41.2	95564
58495	42.9	141596
78734	62.4	440173
52164	38.8	114340
41020	38.4	19417
46179	34.4	102236
43519	31.9	42347
36779	32.2	28539
51516	47.4	196312
37582	31.8	34208
62713	49.4	158536
34202	34.5	13734
54402	49.5	152316
52328	46.8	134555
52244	41.8	154350
45916	33.4	40767
55082	45.2	165964
41565	33.5	11755
28618	26.9	9263
46130	34.4	33067
26860	24.6	9201
64835	33.4	26586
45316	51	43283
37680	29.6	12643
85463	50.5	442592
42909	37.2	42558
46894	30.9	52649
48536	22.4	20171
57169	30.7	54918
37442	35.8	16422
32947	21.5	14362
45513	35.2	57532
50771	46.4	43793
34949	32.3	13088
48393	31.6	44492
40752	46.7	60250
48076	36.6	111026
34418	36.3	12895
36188	36.3	14858
40044	34.3	49457
53101	38.7	55933
33400	37.4	66734
41503	36.7	78469
38987	37.2	12113
47339	41.5	150000
49012	42	167550
57705	47.9	243430
76536	46.1	316834
37911	42.6	20461
59342	50.7	244418
60832	52	324173
41546	35.1	14890
53726	33.8	45842
46196	39	36545
55444	39.2	124776
42230	37.9	31662
48861	48.5	102841
61563	47.6	220499
44698	38.3	83953
38547	34.6	14241
30850	24.7	11051
50551	32.3	21470
37253	30	12425
33158	31.3	12036
29768	24.2	11077
40042	40.2	109024
46223	34.3	87192
33630	31.3	10904
31363	31.3	10649
31835	33.5	11648
26875	28.6	9686
34775	29.5	11032
22469	24.7	8913
38464	31.6	15894
53508	34	25873
27799	30.7	12968
30057	28.1	13156
35343	28.9	22691
33670	30.7	21718
39585	31.9	15000
27790	28.1	14647
41290	34.6	15000
27577	31.7	15256
34434	28.9	18314
30435	29.7	12281
27580	31.5	12143
33356	29	13086
54310	39.9	143248
31457	27.8	10882
38076	41.8	28271
41280	35.3	19589
43137	33	25869
32984	32.3	13439
35638	34.4	25706
29729	34.9	11506
43351	42.6	114933
37027	28.7	11928
44685	37.1	87818
50494	40.3	120596
55088	41.3	180855
36015	25.3	12912
32967	34.5	15121
50510	35.5	144280
38269	29	12383
36307	34.3	38101
30689	30.5	10710
29992	28.4	11066
34232	30.3	20239
40400	31.6	65831
42580	40.9	121391
48140	35	148229
42020	34.7	82891
33343	30.4	21422
36532	30.2	38383
30453	27.8	10819
27046	34	10704
26611	33.1	11025
39677	35.3	54812
33177	27.7	14146
25648	44.5	12200
38918	28.4	35587
32814	28.8	21504
33463	31.9	25015
35947	28.8	25681
29424	31.7	11609
46515	38.8	82890
42798	37.4	162602
38027	36.2	18964
32608	33.2	13251
34649	32.4	31333
26499	33	20690
24533	41.5	10376
34725	30.8	15665
34892	31.7	17236
34409	34	53676
28383	33.2	13281
32588	37	36582
23704	29.4	9556
29552	45.3	17907
26387	35.1	12878
39347	30.1	21504
31769	28.7	13770
32320	25.2	11650
37963	32.9	54637
40362	29.8	17805
40116	32	19890
55235	32.2	41438
55523	31	115856
44228	41.4	17119
74245	33.6	172184
39651	30.1	13965
61121	43.2	134057
62041	31.9	129101
61879	42.1	267154
29268	22.3	8175
