avg_income	median_age	median_networth
0	58.8	0
61623	34.8	154239
51004	30.5	34061
35501	28.2	12596
76113	41.5	341277
63784	31.5	157721
90105	38.9	407581
79032	37.3	334193
62845	30.5	153176
56099	30	73188
29643	24.5	9283
40879	28.7	21348
63607	30	112729
50776	33.4	127806
58288	32.2	116857
59316	29.5	123242
52901	31.5	98749
66668	33.1	179635
74174	34.9	225935
43812	27.9	33679
68830	33.5	150000
72623	34.7	213649
96201	39.9	350160
71348	35.3	201578
81685	44.3	377966
81884	42.5	439905
89847	39.5	422619
26715	23.6	10464
34560	25.2	12569
50893	28	23035
50540	28.9	16929
57047	29.2	93283
51373	30.5	80092
37189	24.1	13518
41206	26.5	24174
42252	27.5	38238
39998	30.1	30305
40865	31.9	53047
56039	28.8	67509
48712	28.1	48678
58703	27.2	117376
41242	26.5	16657
59215	27.7	150466
50042	27.8	60277
33527	25.7	11250
44816	30.4	83952
62495	30.9	121784
52797	31.4	151221
38172	26	12408
51863	30.1	86291
26755	22.6	9174
32853	25.2	10515
49569	25.8	20540
41133	26.6	26249
52384	28.4	86803
40684	28.1	39963
55569	29.9	120517
45964	27.6	14608
32433	28.1	12424
37996	29.6	14694
50891	27.9	63381
48359	28.2	32739
41498	25.6	23259
42238	25	16771
42817	27.1	34009
46139	27.4	41969
50537	25.6	68641
58046	27.1	85019
51264	31.4	70436
57009	27.8	92156
58841	28.6	61353
66119	29.6	163257
64820	30.6	67696
69803	36.2	176685
69477	33.1	172482
60945	25.9	161006
50266	27.2	47087
52812	25.4	26112
50336	25.2	57299
53973	33.5	100950
64865	30	150000
39751	47	101017
45070	56.7	154079
33141	70.7	150000
28327	70.1	107976
32224	70.3	102331
88564	50.7	483023
88764	43.5	356173
81537	31.9	192141
81685	42.8	253979
71579	29.9	97212
73013	44.9	262644
64956	35.9	88207
78972	49.8	305025
57188	30	80083
52381	31	25266
52258	34.9	103762
34672	34	24422
49441	34.7	75250
32539	41.8	48872
37729	37.4	34405
67717	28.7	99724
53418	30.8	74725
53812	35.2	117862
43716	46.3	62531
52893	38.8	112545
53258	68	260713
49294	28.5	56727
62816	32.3	124718
49275	45.6	149181
63996	29.8	97473
69724	30.8	165638
54850	32.1	80810
67846	42.5	137888
71691	30.1	151171
97084	31.8	282079
55484	29.5	50266
69353	33.5	183595
75322	31.3	201736
32161	72.5	190111
30600	72.7	173532
26149	71.8	54433
27793	73.1	123948
65626	29.4	120092
72281	33.1	183143
56735	31	118718
51137	62.6	186238
52594	38.4	89271
35900	22.8	12535
33879	25.7	14156
35727	24.8	12117
40396	29.8	60085
37733	28.2	28329
37181	40.9	60576
38562	26.6	18507
55733	35	92364
38106	27.5	16534
35460	27.4	20308
38579	28.4	26753
36458	27.9	22511
34769	33.2	13854
40190	27.6	13796
38397	25.3	12416
36683	26.8	14975
40930	25.8	12827
48025	28	21057
44546	33.3	14182
45009	37.4	40918
31745	29.4	12129
45706	31.2	27862
79577	31.9	231169
81122	34.1	258673
55430	32	77596
79899	33.3	236917
73534	33.5	247473
71664	29.3	179625
77992	31	248779
78744	34.3	276334
69892	31.7	72205
81442	40.8	271664
57865	47.3	74266
57028	28	19068
80985	39.7	227995
66483	36.2	165632
83509	37.1	278288
80499	32	206064
43845	27.4	12806
61308	34.1	57653
68692	33.6	80066
80868	35.3	208841
94581	43.3	500001
83904	42.1	284565
80027	35.4	280781
40587	29.2	11111
55723	33.3	54828
74876	43.2	309650
112511	46.3	500001
78925	37.7	285041
72723	32.5	183143
69795	29.1	71645
56253	26.3	15434
69555	32.9	177690
52940	73.4	326106
83461	33.4	163686
55022	75.6	344855
92598	32.6	333926
81529	30.7	170984
84912	47.4	266851
95870	46.1	500001
88971	49.2	398316
72067	30.6	144405
88682	31.1	276481
82134	31.4	234742
77170	30.7	183584
76511	45.9	379828
77516	31.5	203358
73657	36.1	179719
86918	49.7	297457
94390	34.6	303863
86021	32.2	217153
78722	30.4	154226
79231	37	236022
89281	31.9	197383
71985	31.7	137342
83420	31.4	152520
84389	39	348936
73841	31.9	105802
95056	33.2	303462
87159	33.8	224858
61293	35.5	96443
84903	37.2	270741
74986	34.5	223796
74770	32.4	214341
85860	32.5	176252
75670	31.2	169299
113579	33.9	500001
88532	34.4	258350
51575	50.8	129935
70589	39.6	189871
82013	42.6	303775
76888	31.7	129789
86491	34.1	228565
75751	33.4	218319
86000	33	242664
79253	32.1	145961
75020	30.7	137228
69778	32.7	121341
53315	28.6	18086
73452	38.2	266256
78253	46.8	308142
81410	31.8	152109
60336	36.8	46832
67664	33.5	157401
112469	55.2	500001
114509	45.5	500001
68285	31.3	116163
93124	35.8	388023
89054	32.2	265260
89741	43.7	419691
102582	34.6	496933
86206	32.7	194811
57076	38.8	184651
62666	40.3	193880
69101	37.4	194778
59515	32.3	36339
42569	67.4	149373
65020	31.9	23299
62186	39.8	224016
90782	42.5	312334
88648	47.7	500001
56048	47.4	64808
69215	47.4	187482
49584	58.1	148507
43004	35.2	60411
45007	39.7	98300
37057	57.2	96367
34818	40.3	38151
25423	38.7	11336
41289	34.1	44520
29828	27	10962
36006	31.1	11703
39091	30	14869
35332	27.9	12920
41383	31.9	17851
52655	34.2	60309
61426	33.4	183131
40482	33.9	39188
47145	30.4	49278
40223	27.4	22434
47584	30.5	57105
51607	32	123507
56871	33.1	137228
62970	40	194263
35662	75.8	205334
40283	57.2	162019
53082	28.6	63816
53155	34.1	141037
53924	29.7	107704
36046	28.9	13008
35077	28.8	14295
22786	29.9	10719
29723	41.9	22147
33775	27	13241
28646	72.7	144243
25728	48.7	16514
21768	34.5	11950
24958	55.8	20030
20700	55.6	18006
35503	45.5	15888
31741	56.7	49643
47276	29.1	24352
42560	58.3	150246
38142	60.2	66238
21241	67	14709
46959	58.3	178201
50982	27.8	64552
45183	48.2	151300
26063	48.8	12684
30757	27.7	10693
32307	26.1	15816
56258	40	169364
28842	35.1	21464
47517	39	35149
50363	28.9	43300
39811	45.1	104396
41869	30.6	35838
49349	29.1	73762
45957	37	101072
54531	27.9	78748
56951	28.2	80280
32049	32.2	12754
35667	27.1	12793
36897	28.6	16554
29743	27.1	10575
59277	50.1	175185
34013	43.6	43992
55866	35.2	131945
35840	52.6	50706
36794	45.6	100846
48803	32.6	50000
45265	43.3	91998
50031	33.7	21857
54595	45.2	106017
55356	33.9	66086
51150	30.3	37444
76851	53	344705
41405	65.6	198182
54425	65.1	256692
58131	55.7	191478
58833	43	182209
70167	55.9	367380
53815	44.4	100717
43443	75.7	281154
41265	77.5	234233
44168	47.7	111664
31511	30.1	14662
25828	35.8	13899
62820	35.1	55085
53143	69.9	404536
57552	32.4	61064
55592	37.3	77832
52765	30.2	32301
62075	33.1	131402
114603	31.7	497066
61418	39.8	73477
49726	34.1	87156
36781	27.2	13065
41576	30.8	21823
29329	28.5	11431
51876	36.1	68022
39586	31	15000
25111	26.5	9444
39574	33.4	42754
44471	34.1	56036
40285	58.1	91938
64410	39.3	157893
40301	29.6	35116
31785	25.2	11311
43881	31.1	50661
33111	32.1	14762
52578	50.2	119916
46177	51.3	96457
58187	47	163068
67693	55.4	87245
55881	47.6	134100
43152	46.6	107503
30702	45.9	19221
45100	47.9	73809
49410	52.7	62074
45515	55.3	105492
47813	28.8	48154
35217	67.4	148722
40467	32.1	36236
37214	28	12151
29666	30.3	10654
35673	27.9	12813
31605	27.3	11302
32286	30.6	25173
35677	30.1	14079
35189	28.1	25720
52086	55.1	130871
51654	46.2	84081
44989	36.7	32285
42077	68.3	186946
39051	45.9	60244
46495	41.6	67910
37463	42.6	57671
42262	40.6	12522
49131	59.2	119836
39358	53.7	12271
50355	47.2	120864
58903	45	138720
45812	42.8	43649
44355	36.8	21318
63435	55.5	51756
48220	49.1	58607
40789	49	24455
33154	48.6	13213
42070	32.7	64448
45554	38.7	40333
60673	57.7	88172
40920	52.9	14963
67829	54.9	70056
58256	38.1	95469
40487	24	12739
39739	28.1	12581
38143	26.1	13518
46259	49.1	54026
45788	42.5	42994
37969	25.2	12273
31126	29.4	11085
61927	48.8	142119
50436	44.3	67039
41528	30.7	12991
91490	65	500001
121079	73.7	500001
82640	64.1	294441
75852	71.4	462109
46835	72.2	268079
75404	70.4	497872
42874	75.3	233814
72001	60.9	500001
83868	58	392335
79842	50.9	181603
54333	31.3	49718
56211	42.4	100000
58368	31.3	60012
60127	37.3	117412
45597	39.7	73068
58701	32.3	129857
52451	30.8	75188
33126	45.8	14421
64690	50.6	124873
79589	71.4	500001
75694	64.9	376037
79329	66.3	362534
54798	70.6	231322
55260	40	14395
45063	40.6	57286
60501	31.5	81209
62475	38.9	101527
30500	39.6	12977
62110	54.8	201425
44891	35.2	12201
36921	55.9	45020
90229	66.1	258793
57139	54.3	108658
59256	56.7	32052
41531	36.7	17947
57372	52.3	109079
40170	34.1	13733
66599	36.7	113983
62045	41.6	150887
53457	33.6	77201
57095	34.2	92770
72311	61.5	287248
79704	69.4	497793
85973	64.6	500001
51612	51.3	56894
55700	57.6	73976
46072	45.5	36114
45487	46	27861
74926	43.7	248948
55993	43.5	113979
91686	67.4	500001
60622	30.9	95869
43072	34.5	13790
70973	63.1	119576
88090	62.7	426253
92123	58.4	383360
100399	69	500001
103442	65.9	500001
94133	51.9	328447
49496	61.3	143988
96253	65.6	500001
30626	22.9	11054
47019	33.3	41755
43204	28	25943
42218	29.5	13593
64288	54.8	246396
56886	70.8	449920
63347	33.5	145202
67750	53.7	151965
84563	46.5	298401
83981	46.8	177798
78458	42.4	277882
78660	45.7	237692
76832	38.9	189041
88577	39.8	277553
56390	65.8	286252
50357	28.2	64192
54159	29.6	47913
39145	67.5	223762
54700	59.9	247697
59066	34.1	90780
53579	30.2	115540
81267	40.8	268317
55538	26.2	80618
54973	25.9	72263
64753	32.7	130899
68993	29.6	116263
54952	31.5	34681
57055	31.9	33512
40560	32.2	95193
35030	30.1	74250
47944	29.8	60787
40834	24.4	14018
69700	32.9	105117
69184	30.5	127122
67487	31.1	145801
24675	27.4	10041
50232	27	44095
35683	29.4	13952
27199	29.7	10212
39493	26.1	12359
29381	21.8	10340
29834	24.6	13509
30707	24.6	13896
31460	23.3	12776
26055	25.3	9029
27512	21.5	9226
55983	58.5	165816
27953	25.8	10590
59702	53	110007
90716	44.2	178286
84105	65.6	411936
111966	63.8	500001
59982	31.7	116321
35573	27.3	11640
33638	25.3	13813
40555	26.7	29402
42874	23.9	49417
35176	29	21499
32828	22.1	10654
37403	23.7	14332
36514	28.1	28622
30115	28.7	11685
45768	25	60271
42494	27.5	57260
50925	36	44775
28633	27.2	11405
31939	33.1	12511
51506	31.5	42707
29007	25.9	10691
58659	35.8	120961
59291	32.5	134747
34292	33.4	14726
33949	30.4	12241
43708	40.5	45209
46894	31.2	34690
42986	32.7	22027
41584	36.7	16643
60130	31.2	109310
47027	35.5	101716
52100	38.2	115662
59864	32.5	76797
37323	29.9	21672
57423	38.6	156289
56647	33	115021
0	17.9	0
31119	27.3	8296
24617	22.9	8326
31341	22.4	9041
85218	39	205289
68557	39.6	196993
93353	43	500001
66131	69.4	110812
45694	28.4	30015
29090	21.3	9023
59103	28.9	120781
57694	29.6	147947
70127	29.1	205769
52353	39.6	71007
40477	34.6	19088
47643	43.2	63926
33963	66	123870
40080	57.1	102230
111132	34.9	500001
110957	35.7	500001
96921	33.6	427641
103649	37	500001
99084	34.4	456741
111148	36	500001
84148	33.1	290793
78186	35.3	261471
56039	30.5	79555
65025	27.9	128572
58519	29.7	78955
55416	33.7	134997
65353	28.3	150000
57727	27.9	89387
56876	29.7	103328
44985	28.6	40538
52483	28	82626
52773	30.5	75000
65425	29.2	120814
63794	33	181744
55117	55.7	166265
53784	32.9	38987
53060	48.1	119042
55312	28	68039
55940	68.3	266525
28663	24.1	10015
43248	27.6	14973
61039	39.3	85119
73428	32.8	81738
75087	30.4	94815
102581	35.6	500001
107408	41.1	500001
91223	33.2	285827
52765	29.8	35692
53642	32.9	46868
90122	30.1	254802
80321	30	179609
85807	31.1	204239
86004	31.5	193635
59245	27.5	30605
91678	32.9	248243
69730	33.2	190109
67503	33.9	154230
77572	31.6	161349
67536	33	95716
60317	28.5	41867
69579	28	92668
66848	31.6	71106
78104	31.8	161866
95793	34.6	339191
82802	37	281072
87472	36.1	261317
74370	40.9	177592
78307	29.6	142049
77886	29.9	159857
76933	29.2	134019
71278	32.9	110521
49019	29.1	13103
63039	32.6	50891
86354	34.4	282598
53024	29.7	58772
59344	27.9	47553
45465	39.6	14241
127385	47.7	500001
47111	47.3	137995
47894	31.4	87230
56407	76.5	421381
55431	77	373328
57826	75.7	417452
80647	66.4	356301
47885	63.6	242052
43195	24.7	65614
41712	29.8	13448
60832	63.6	150000
78473	60.9	241132
82193	58.8	333464
58999	72.3	365850
54085	61.8	165310
53875	61.8	130250
42819	63.4	88820
70909	65.2	259235
68991	62.9	279229
41476	69.6	186641
43009	67	139267
34811	62	63094
51951	59	145771
56170	64.4	202313
51435	70.5	222177
40063	72.5	197600
55813	46.8	116266
57967	61.9	191564
53942	64.4	130836
50293	51.1	54799
52900	53.3	81912
46860	61.3	102925
32840	38	11554
42336	56.4	23492
52333	33.8	103022
0	65.6	0
0	42	0
69483	44.4	175203
74951	47.2	184611
85740	45.8	321382
64199	43.7	84589
64161	42.3	98051
87866	45.4	269397
71239	42.6	262385
64556	44.5	162508
81026	44.7	175523
73636	44.1	158341
44846	32.9	13199
50132	35.1	13634
50973	35.6	11989
49530	35.7	15000
30181	32.7	9971
38267	33.3	9973
32327	30.3	9750
35760	34.7	9490
23128	44.2	9635
18173	37.5	9050
48136	52.9	21571
50734	34.9	13908
36862	45.2	9880
36302	37.5	9430
32454	46.7	9505
38848	33.5	9575
41335	33.9	11212
42053	33.7	10905
41607	31.2	10660
48275	30.7	11305
32038	40.4	9710
36212	43.8	11077
42910	31.8	10669
66443	51.2	35354
106031	48.9	500001
58450	39.3	64441
88891	39.6	202794
73053	39	50763
82557	46.1	218471
56044	41.8	76472
60022	30.8	47472
58133	40.8	78080
90554	44.8	272549
66538	40.6	80880
52623	39.3	64727
19477	66.1	9262
50067	41.6	61652
40164	27.3	14548
49918	41.9	47930
37293	31.7	11314
28132	33.8	9652
36288	33	12779
42087	37.5	26455
32372	34.2	9921
43952	33.3	10739
46608	35.2	13233
35478	41	11771
35577	35	11270
28711	41.8	10593
41080	32.7	12728
41613	34.5	13299
37830	36.4	12588
34064	31.4	10489
13311	20	7827
43054	34.6	13860
56405	45.4	101976
69531	40	93733
72465	44.4	135523
108580	48.7	500001
66826	46.2	179592
109039	47	500001
110684	48.3	500001
57863	41.6	56153
103241	48	429979
104260	50.3	500001
77497	48.3	324791
43098	39.2	13119
74501	47.1	201245
85079	47.7	250000
40924	32.9	13462
27101	31.8	9814
21394	30.7	9312
29708	34.1	11912
34248	31	14634
44597	27.6	14152
36669	31	17351
40062	45.2	17503
55750	41	110606
51092	38.5	83574
59562	40	79872
45507	31.6	37884
51267	40	82209
52439	40.5	71420
49239	40.6	57438
41418	37.9	16575
45248	36.4	48377
43411	30.9	28731
41885	33.1	41618
41902	30.4	44483
47440	34.9	90549
48869	34.6	89843
35638	33.2	18565
43421	34.7	51106
28966	34	12609
48553	36.7	90138
37626	29.3	21798
37259	28.5	15990
33557	29.7	16195
30241	31.6	11473
31809	28.7	12492
96102	48.7	291676
48206	49	142524
91280	51.6	500001
40250	35.3	30616
54157	52.4	55288
80529	54.6	444610
44174	41.9	15000
52056	42.1	86305
27725	34	10650
51280	43.5	79945
44555	44.4	89322
42928	40.7	68578
45280	31.8	40475
33398	32.7	15713
28868	27.6	11516
30240	28.2	11573
46069	35	50189
51872	35.7	107137
40343	35.7	61980
51295	44.4	174285
57758	49.7	177054
53472	49.6	125283
57990	47.6	103485
45570	42.7	42834
47610	42.4	44172
62947	50.2	253227
55788	48.3	172669
85310	51.6	341607
69039	50.1	227278
63612	51.2	155357
64345	56.9	181037
59982	45.1	57388
71028	55.8	354017
42348	27.3	12787
44846	35.5	23140
69118	54.7	314740
66500	53.4	281351
71191	45.1	239368
70117	43	268150
57754	45.6	76247
69703	36.6	81026
62290	41.6	99543
52095	38.4	35942
45641	35.5	17115
53668	33.3	31542
62993	50.5	101573
110162	46.8	360872
100427	47.5	275836
86196	41.8	139273
91368	52	500001
41757	34.8	52000
46880	32.8	37644
33084	32.6	11544
39669	29.1	37388
38050	33.2	42253
47257	34.2	111980
32270	39.8	21010
41508	28.7	40531
31404	30.8	12353
36645	24.4	13068
34172	25.1	12021
43208	26.4	19924
41335	27.7	25062
38843	24	23136
37956	28.2	22449
31130	32.2	11216
37122	32.2	13252
32012	36.7	12530
46765	32.9	31985
31350	28.8	12919
34679	30.5	14470
25000	25.3	10097
35908	28.8	13088
30765	26.5	9878
29167	44.5	92088
30469	25.3	10039
34581	30.3	13263
43914	31.3	48597
30249	29.5	10890
40165	30.9	45702
28015	28.1	11179
32283	27.4	12238
33696	27.6	11969
34799	30	17008
37090	30.4	12955
48578	33.7	101354
24645	27.1	9058
36993	27.2	12859
35190	29.3	14500
28629	43.1	15968
54364	30.9	55714
38156	29.5	14693
37079	28.4	21294
41076	28.7	20511
48220	33.3	75000
38758	31.8	28340
24293	21.1	8853
46759	26.6	41933
45387	33.5	61161
49845	34	65594
47312	35.2	59596
35289	34.2	15706
29365	25.6	10394
38752	30.7	23423
52217	31.1	73658
47419	35.1	90095
51533	32.7	98089
35967	28.4	12449
43196	32.6	43264
22833	32.4	9992
30902	31.7	12115
34710	37.9	28906
43749	30.1	19492
45629	32.8	39079
44793	30.3	21934
41524	52.6	150885
38372	24.1	9562
25411	19.8	8284
50088	31.7	56726
60064	41	179997
60342	46.1	273489
37523	42.9	12692
67786	43.7	286483
47266	43.1	86302
60504	45.5	239209
32005	45.4	39010
38931	24.3	10125
16776	29.8	8279
15512	46.9	8415
38629	37.2	11510
36767	26.9	10210
70819	65.7	309420
62291	51.5	56540
89437	46.8	107587
136444	50.1	500001
101627	49.1	372483
41085	41.6	12960
123299	53.4	500001
31491	28	10219
44082	34.9	54065
30962	28.4	10392
43857	42.3	55440
28809	28	9089
31357	32.1	11396
35233	28.3	10286
32106	27.5	10213
51749	56.7	88122
47774	33.8	14152
50148	33.7	13587
37038	26.6	10099
29941	28.1	9237
39133	25.8	9830
35869	32.1	11765
62668	47.6	143050
53427	43.2	53784
46214	32.6	14093
46643	52	32422
39091	33.3	14889
40670	31	22572
105305	56.8	500001
44586	36.5	13022
52231	37.3	81626
49906	39.6	63990
69422	44.7	233720
124799	53.3	500001
49649	45.3	49428
97257	46.5	402769
122633	49.1	500001
105994	47.6	500001
94776	46.1	487865
87969	46.6	484563
72256	46.6	267758
42778	40.1	47043
63979	46.5	258909
74525	49.2	292019
83045	52.1	288628
116005	54.1	500001
111750	57.9	500001
97065	56.8	215572
86761	50.4	428562
67551	46.5	263588
68526	63.8	405801
57379	51.9	170295
41812	33.8	12395
52089	44.5	108203
62021	42.2	77825
49949	42.6	59771
57593	50.2	223108
48328	43.4	25234
37389	41.5	14544
34878	34.1	11329
52512	41.3	112665
53870	39.1	64174
49816	32.4	31406
40014	34.9	12940
45760	34.6	17065
61190	43.8	109565
70326	48.9	283335
76191	51.4	304952
43715	38.7	16889
36506	45.3	13983
37054	44.8	12279
32117	42.7	12341
34850	44.7	12177
53286	47	106609
27248	34.5	10344
43118	36.1	13474
36006	39.8	14723
40197	31.5	14559
34224	34.6	13416
28365	36.9	11959
38490	31.4	16873
38116	33.3	14842
38807	40.1	16357
31601	35.6	12964
36824	31	24794
33933	32	17764
32586	33.3	43468
34084	32.9	14050
33596	31.7	14086
44413	31.5	19799
46723	31.4	27108
36394	25.7	13893
26136	33	10537
32861	24.7	13034
60343	30.4	107008
36703	28.5	15522
33003	26.3	14750
40338	31.4	14761
39065	29.1	12405
29670	34.2	9974
46751	28.4	21066
46579	29.5	46639
44231	32	22446
41076	28.7	12000
29775	22.9	11171
41847	28.2	14721
36071	26.1	13897
37875	25.8	15394
36514	25.6	14224
37040	27.9	17799
32040	28.9	12894
27712	25.9	9937
23159	29	8791
33060	34	18137
29659	36.2	10395
31312	30.4	10817
35732	55.3	15623
54185	47.8	100527
34091	31.5	15096
32460	28.7	11821
32576	30.2	11727
41750	24.5	12521
59897	32.9	108650
40707	26.4	11041
48860	34.4	115967
35556	24.6	11755
51754	32.6	111480
73821	33.5	50904
50769	30.1	14614
51553	31.7	16726
45474	27.2	11832
54063	35.8	58234
67529	30.8	71890
23673	26.1	8556
53235	35.6	50149
48834	38.8	67664
61920	36.6	145992
58502	30.2	38354
61997	35	143248
50007	28.6	25986
44737	30.7	19526
44253	33.3	16083
56708	32.4	31885
56558	36.5	62422
68251	30.5	58207
61058	30.7	54882
71977	36	169909
73396	30.1	147954
57548	28.6	15404
57460	33.2	39135
50441	20.3	14072
91028	37	269129
72065	34.2	51871
95194	49.3	412766
0	0	0
77274	31.9	151906
75552	62.4	441373
63790	61.5	156131
72236	32.5	77984
65531	30.3	22344
75687	32.1	125528
85065	34.3	178383
69246	30.7	73900
77106	33.9	151985
73433	32.1	117314
81249	28.6	74588
86381	33.9	197683
81122	31.7	141764
85122	38.8	312197
65563	33.6	115949
95840	35.9	302819
53057	36.9	93447
43710	33.6	30685
53400	40.6	106022
59046	31.8	84822
51662	31.4	81190
64132	42.1	219342
63729	37.9	191610
50116	40.5	124723
57672	34.9	147463
54235	34	117609
58800	40.9	163132
50135	32.5	100547
57433	39.1	150000
47028	38.4	87276
49948	34.4	75321
37133	30.2	17517
40053	30.8	36438
40947	22.3	11477
42306	34.7	50836
41737	34.5	63419
42340	34.4	91046
51574	35.2	142850
41729	32	36982
43908	33.1	91636
46561	35.7	113901
39136	31.1	25900
40836	34.3	23351
37491	38.2	64098
30010	28.9	11281
31698	31.4	14602
47252	38.1	42014
39857	28.4	13629
46166	31.9	58854
48939	44.8	147840
51106	39.7	102896
39968	37.9	60926
40619	33.6	35593
82869	37.1	210629
56969	32.2	121890
79202	36.4	292019
77473	33	218835
78527	31.5	253273
50713	28.9	40109
46109	31.8	15562
34949	30.3	14213
27928	25.6	9176
38822	28.2	12670
38207	34.8	16927
55601	29.4	24626
50803	36.5	119712
60348	30.4	68255
56840	32.6	51189
53650	31.4	70467
57482	36.8	101385
57800	34.9	120065
41895	27.1	12740
60694	34.4	108878
41393	27.9	12519
73488	33.3	156871
61300	34.8	151390
59228	30.5	45457
78343	35.2	274521
72574	34.7	240448
75382	30.9	177407
72632	31.1	217034
57068	30.3	42093
64180	31.6	86566
53260	31	49277
51156	36.7	82909
52545	35.8	125263
58961	41.6	220065
25728	31.9	9398
38198	30.1	11676
49303	38.2	42347
36062	29.6	11422
35159	29	10652
37235	35.6	14386
63292	40.7	127453
48240	39.8	25781
56168	42.9	77259
51553	33.9	29527
43270	46.2	13133
57083	47.1	109772
39239	40.4	12900
51908	48.3	89637
61381	41.1	105132
47937	46.3	35352
46131	43.2	21478
48325	40.1	27325
44981	37.8	15793
51581	37.9	14965
54249	42.3	28444
60304	47	114020
57377	58.7	72515
109794	53.4	500001
56553	33.5	32429
61542	45.6	88517
61121	54.2	78218
84909	46	193214
64805	40	95315
63299	48.8	100911
39534	40.5	12337
96586	59.3	500001
57249	47.6	191712
59675	47.3	220185
64211	49.8	293677
48095	36.2	35755
65566	48.3	323671
56780	39.2	61185
61458	42.9	205660
69745	46.8	297444
54652	43.9	202259
71285	44.4	132599
77708	48.3	258704
56841	47.7	125579
54847	37	39642
107061	51.9	500001
104133	49.6	500001
96925	50.7	470103
53274	51.9	110122
97777	49	500001
77156	52.1	250761
98604	47.8	361548
58738	52.8	146886
48778	39	18859
90309	47.8	458715
97564	55.4	500001
56782	40	64613
106112	52.9	500001
66742	41.7	50000
56154	38.8	25271
68636	50.7	124603
81296	49.1	322084
59423	42.9	123460
73695	48.9	267386
66820	40	83439
52843	40.4	66740
52295	45.6	134009
56143	36.4	144202
60910	38.5	173810
45145	31.2	28291
47775	36.4	95688
51989	41.6	157221
56035	42.3	103375
39725	31.2	12923
60474	41.5	202820
53990	46.1	169422
51119	42	102157
60673	39.2	208885
62662	39.4	138065
57475	37.3	86230
36269	28.3	10036
83481	52.4	177582
65967	41.9	89055
58089	39.3	91798
70409	45	302163
61149	40.5	171259
55392	44.8	180403
66054	44.1	134568
68660	38.9	159206
62489	34.8	129158
58090	34.3	94252
42668	43.6	122947
63579	33.9	147702
50201	45.9	165976
52835	33.2	36428
37762	42.5	66907
56415	35.4	157263
60955	35.7	147524
56600	30.9	26208
56374	41.2	157127
31488	41.5	14857
27798	50.4	13299
56034	60.5	304728
61587	38.3	207280
38347	39	14327
38103	29.2	13543
67835	42.3	261128
44441	33	16419
48611	39.2	61568
35985	51	40031
39924	33.5	23955
53627	49.2	97523
42017	53.8	62989
43913	33.3	14218
41265	38.5	13667
48245	32.7	15413
45452	44.2	44604
47211	45.1	24259
57669	33.8	78014
72903	48.9	299089
33769	29.1	11311
42011	40.3	19364
63294	43.3	180131
56264	34.3	45163
49245	41.5	151166
42474	34.9	54205
49098	34.5	42733
39693	25.9	10664
43067	29.3	11976
44567	31.7	20224
46543	33.1	32078
44739	31.5	15042
45813	37.5	43548
50643	43.5	150000
72294	40.4	295523
73169	46.4	282330
65173	38.9	247068
77830	38.2	263953
63976	39.8	202840
76454	39.8	282963
79490	38.1	300771
87200	46.6	310840
64931	47.1	231008
57446	39.9	105627
67819	42.9	138339
49735	39.2	35854
65805	38.3	194186
58010	37.1	84777
75803	39.9	142016
72607	43.8	238110
51216	40.2	107505
58877	41.8	50000
78814	49.6	393674
54261	41.3	175686
58598	35.7	57741
50757	35	25269
42763	40	33410
73957	46.5	116460
88472	46.9	224283
135133	47.3	500001
54741	59.8	195787
63321	55.4	146991
68103	48	285619
99514	49	500001
92702	47.8	500001
54609	42	57668
80970	37.6	239157
72114	31.8	33164
85358	38.5	292883
74115	36.5	120125
52382	48	33350
53674	43.4	47822
40185	34.9	16300
102896	34.4	349610
110520	43.7	500001
90150	41.3	430027
66862	31.9	36276
105725	38.3	500001
80601	40.2	242316
113997	42.3	500001
87267	40.5	374190
87149	30.9	40663
64672	47.6	50292
78288	36.2	193846
75214	33.9	100207
96367	34.1	202287
91523	34.3	193828
87499	40.9	386577
114433	35.9	500001
99679	37.1	479235
98233	39.3	362603
95425	43.6	416664
133576	36.8	500001
103070	36.2	450579
98341	32.7	302900
98891	36.9	435874
69133	53.2	284308
107189	57.5	500001
105705	43.2	500001
59554	46.8	132541
115796	55.2	500001
118703	53.4	500001
96824	60.2	500001
95024	33.9	268725
87116	49.7	257325
91176	31.8	259615
71978	31.9	121851
77351	32.4	174680
76663	33.1	194486
46173	31	10994
110982	33.3	398574
61981	43.7	187092
41513	41.8	30529
41342	31.3	15000
33247	37.4	13865
43972	29.9	29331
44397	32.7	46639
54225	35.8	160226
49152	35.1	37635
47280	35.8	27839
35351	72.4	202476
79953	37	219686
70818	42.2	120186
57908	40.7	173209
42836	35.3	23992
40091	36.9	63569
37848	27.6	11007
69940	45.6	269627
66502	36.6	150451
67386	49.5	270113
51664	37	35350
57933	42.9	178176
46093	34.9	37404
54300	34.6	103530
46919	32.3	26484
47130	35.2	35541
41322	31.8	12474
32196	44.9	35306
55498	32.8	49574
33684	28.7	11484
35942	33.6	12188
37038	29	11599
39503	29.7	37854
46455	37.6	76360
34279	28.3	12514
52378	29.8	17616
51216	29.3	16594
48215	28.7	14440
57565	36.4	106629
62700	32.4	109145
53901	32.1	45089
56035	32	115618
43703	29.5	14669
47965	30.2	48063
46949	34	70043
47714	34.5	16744
55471	35.8	104004
59853	35.5	67503
72151	48	306441
58965	37.8	79933
52727	40.3	146415
55112	44.9	201128
55428	36.5	74434
67413	37.3	189874
62344	40.8	208299
64222	38.4	206541
71867	39.9	254214
